"NguonNhapID","Ten","DiaChi","TinhThanh","QuocGia","DienThoai","Fax","GhiChu","Email","WebSite","Loai","HienThi"
419,Balkanpharma- Razgrad AD,,,,,,,,,,1
421,Balt,Balt,"",Pháp,"","",Balt,                                                  ,                                                  ,NHAPNCC,1
422,Balt USA LLC,,,,,,,,,NHAPNCC,1
423,Balton,,,,,,,,,,1
424,Balton - Ba Lan,,,,,,,,,,1
425,Balton Sp. Z O.O.,,,,,,,,,,1
426,Balton-Balan,,,,,,,,,,1
427,Bảo Long - Cty TNHH Đông Nam Dược Bảo Long,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
428,Bảo Long TMKT - Công ty TNHH TMKT Bảo Long,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
429,Bảo Thạch,,,,,,,,,,1
430,Bảo Thạch  - Cty CP TBYT Bảo Thạch,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
431,Bảo Thạch - Việt Nam,,,,,,,,,,1
432,Bard - Mỹ,,,,,,,,,,1
433,Batex - Philipin,,,,,,,,,,1
434,Bausch & Lomb,,,,,,,,,,1
435,Bausch & Lomb - Mỹ,,,,,,,,,,1
436,Bausch & Lomb Inc,,,,,,,,,,1
437,Baxter AG,,,,,,,,,,1
438,Baxter AG - Áo,,,,,,,,,,1
439,Baxter Healthcare Corporation,,,,,,,,,,1
440,Baxter Healthcare Corporation - Mỹ,,,,,,,,,,1
441,Baxter Healthcare Corporation of Puerto Rico,,,,,,,,,,1
442,Baxter Healthcare Philippin Inc,,,,,,,,,,1
443,Baxter Healthcare Philippines Inc.,,,,,,,,,,1
444,Baxter Healthcare S.A,,,,,,,,,,1
445,Baxter Healthcare S.A - Ireland,,,,,,,,,,1
446,Baxter Healthcare S.A/ Ireland,,,,,,,,,,1
447,"Baxter Healthcare SA, Singapore Branch",,,,,,,,,,1
448,Baxter Healthcare/ Mỹ,,,,,,,,,,1
449,Baxter Oncology GmbH,,,,,,,,,,1
450,"Baxter Oncology GmbH,Đức",,,,,,,,,,1
451,Baxter S.A,,,,,,,,,,1
452,Bayer Pharma AG,,,,,,,,,,1
453,"Bayer Pharma AG (Old name: Bayer Schering Pharma AG),",,,,,,,,,,1
454,"Bayer Pharma AG (Old name: Bayer Schering Pharma AG), Đức",,,,,,,,,,1
455,Bayer Schering Pharma AG - Đức,,,,,,,,,,1
456,"Bayer Schering Pharma AG, Đức, Đức",,,,,,,,,,1
457,"Bayer Schering Pharma AG-Đức, Đức",,,,,,,,,,1
458,Bbraun - Aesculap,,,,,,,,,,1
459,Bbraun- Aesculab,,,,,,,,,,1
460,Bbraun Viện Nam,,,,,,,,,,1
461,Bbraun-Aesculab / Đức,,,,,,,,,,1
462,Bbraun-Aesculab/ Đức,,,,,,,,,,1
463,Bbrawn- India,,,,,,,,,,1
464,BD,,,,,,,,,,1
465,BD - Anh,,,,,,,,,,1
466,BD SoloShot - TBN,,,,,,,,,,1
467,BD/Merck,,,,,,,,,,1
468,BD/Oxoid,,,,,,,,,,1
469,BDR Pharmaceuticals,,,,,,,,,,1
470,Beaufour Ipsen Industrie,,,,,,,,,,1
471,Beaufour Ipsen Industrie-,,,,,,,,,,1
472,Beaufour Ipsen Industrie- Pháp,,,,,,,,,,1
473,"Beaufour Ipsen Industrie- Pháp,",,,,,,,,,,1
474,"Beaufour Ipsen Industrie- Pháp, Pháp",,,,,,,,,,1
475,Beaufour Ipsen Industrie Rue Ethe Virton-28100 Dreux France,,,,,,,,,,1
476,Beckman Coulter,,,,,,,,,,1
477,"Beckman Coulter/ 
Mỹ",,,,,,,,,,1
478,Beckman Coulter/ Mỹ,,,,,,,,,,1
479,Beckton Dickinson,,,,,,,,,,1
480,Becton Dickinson,,,,,,,,,,1
481,Becton Dickinson/Mỹ,,,,,,,,,,1
482,"Beijing Kawin Technology Share-Holding Co., Ltd",,,,,,,,,,1
483,Belarusian Dutch Joint Venture PharmLand LLC,,,,,,,,,,1
484,Belmedpreparaly,,,,,,,,,,1
485,Belmedpreparaty RUE,,,,,,,,,,1
486,Bến Thành - Cty CP DP Bến Thành,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
487,Bến Tre - Cty CP Dược Phẩm Bến Tre,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
488,Bến Tre CN - CN Cty CP Dược Phẩm Bến Tre tại Cần Thơ,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
489,Bệnh nhân hoàn lại thuốc,,,,,,,,,DV_NHAPNCC,1
490,Bệnh viện đa khoa Huyện An Minh,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
491,Bệnh viện đa khoa Huyện Phú Quốc,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
492,Bệnh viện Lao và Bệnh Phổi Kiên Giang,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
493,Bệnh viện Mắt,,,,,,,,,,1
494,Bệnh viện nhượng thuốc,,,,,,,,,DV_NHAPNCC,1
495,Bentley,,,,,,,,,,1
496,Bentley Innomed,,,,,,,,,,1
497,Bentley InnoMed/Đức,,,,,,,,,,1
498,Berlimed SA - Spain,,,,,,,,,,1
499,Berlin Chemie AG,,,,,,,,,,1
500,Berlin Chemie AG - Đức,,,,,,,,,,1
501,"Berlin Chemie AG - Đức,",,,,,,,,,,1
502,Berlin Chemie AG (Menarini Group),,,,,,,,,,1
503,Berlin-Chemie AG,,,,,,,,,,1
504,Besmed,,,,,,,,,,1
505,Bharat Parenterals -India,,,,,,,,,,1
506,Bharat Serums And Vaccine Limited - Ấn Độ,,,,,,,,,,1
507,Bharat Serums And Vaccines Ltd,,,,,,,,,,1
508,CÔNG TY TNHH DƯỢC PHẨM B.H.C,"145 Đào Duy Anh, Phường 9, Quận Phú Nhuận, TPHCM","",Việt Nam,"","","",                                                  ,                                                  ,NHAPNCC,1
509,Bỉ,,,,,,,,,,1
510,Bỉ/Mỹ,,,,,,,,,,1
511,Bicakcilar,,,,,,,,,,1
512,Bicakcilar - Thổ Nhĩ Kỳ,,,,,,,,,,1
513,Bidiphar,,,,,,,,,,1
514,Bidiphar - VN,,,,,,,,,,1
515,Bidiphar 1,,,,,,,,,NHAPNCC,1
516,Bidiphar 1 - Việt Nam,,,,,,,,,,1
517,Bidiphar 1- Việt Nam,,,,,,,,,,1
518,Bidiphar 1- VN,,,,,,,,,,1
519,Bieffe Medital,,,,,,,,,,1
520,Bieffe Medital( XX: Sanavita-Đức),,,,,,,,,,1
521,Biemed Brokers (Labix),,,,,,,,,,1
522,Bilim Ilac Sanayi Ve Ticaret AS,,,,,,,,,,1
523,Bilim Ilac Sanayii Ve Ticaret A.S,,,,,,,,,,1
524,Bilim Ilac Sanayii Ve Ticaret A.S.,,,,,,,,,,1
525,Binex,,,,,,,,,,1
526,Binex Co,,,,,,,,,,1
527,Bình Định - CN Cty Dược TTBYT Bình Định,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
528,CÔNG TY CỔ PHẦN DƯỢC-TRANG THIẾT BỊ Y TẾ BÌNH ĐỊNH (BIDIPHAR),"Đường số 9,Khu nhà ở Nam Long,P.Hưng Thạnh,Q.Cái Răng ,TP Cần Thơ","",Việt nam,"84(710)3736818","","",                                                  ,                                                  ,NHAPNCC,1
529,Bình Minh - Cty TNHH TBYT Bình Minh,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
530,CÔNG TY TNHH TRANG THIẾT BỊ VÀ VẬT TƯ Y TẾ BÌNH TÂM,"781/A45 Lê Hồng Phong , Phường 12, Quận 10 , TP. Hồ Chí Minh",TP. HCM,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
531,Bình Thuận - Cty CP Dược và VTYT Bình Thuận,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
532,Bình Việt Đức - Cty TNHH Bình Việt Đức,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
533,CÔNG TY TNHH BÌNH VIỆT ĐỨC,"62/36 Trương Công Định , P.14 ,Q.Tân Bình",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
534,Bio - Optica,,,,,,,,,,1
535,"Bio Focus C., Ltd",,,,,,,,,,1
536,"Bio Focus Co., Ltd",,,,,,,,,,1
537,Bio Pharma Laboratories Ltd,,,,,,,,,,1
538,BIO PROTECH,,,,,,,,,,1
539,BIO PROTECH - Hàn Quốc,,,,,,,,,,1
540,BIO PROTECH- Hàn Quốc,,,,,,,,,,1
541,Bio Sidus S.A,,,,,,,,,,1
542,Bio sidus S.A  - Argentina,,,,,,,,,,1
543,Bio Systems,,,,,,,,,,1
544,BIOCARE- USA,,,,,,,,,,1
545,Biocodex,,,,,,,,,,1
546,Biocodex - Pháp,,,,,,,,,,1
547,Biocodex- Pháp,,,,,,,,,,1
548,Biocon,,,,,,,,,,1
549,Biocon-India,,,,,,,,,,1
550,Biodeal Pharmaceuticals Pvt. Ltd,,,,,,,,,,1
551,Biofocus-Hàn Quốc,,,,,,,,,,1
552,Biolab,,,,,,,,,,1
553,Biolabo,,,,,,,,,,1
554,Bioland-HQ,Hàn Quốc,"",Hàn quốc,"","","",                                                  ,                                                  ,NHAPNCC,1
555,Biologix,,,,,,,,,,1
556,Biomatlante,,,,,,,,,,1
557,Biomed,,,,,,,,,,1
558,BIOMED BROKER,,,,,,,,,,1
559,BIOMED BROKER - ARTHENTINA,,,,,,,,,,1
560,Biomed Brokers (Labix),,,,,,,,,,1
561,Biomed Brokers(Labix),,,,,,,,,,1
562,"Biomed Brokers(Labix)
/Argentina",,,,,,,,,,1
563,Biomed Brokers(Labix)/Argentina,,,,,,,,,,1
564,Biomedica Foscama,,,,,,,,,,1
565,Biomedica Spol. S.r.o,,,,,,,,,,1
566,Biomerieux,,,,,,,,,,1
567,Biomet,,,,,,,,,,1
568,Biomet - Mỹ,,,,,,,,,,1
569,Biometrix,,,,,,,,,,1
570,Biometrix/ Israel,,,,,,,,,,1
571,Bionam - CN Cty TNHH MTV Bionam,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
572,Biopharco - Việt Nam,,,,,,,,,,1
573,Biopharma,,,,,,,,,,1
574,Biopoint,,,,,,,,,,1
575,Bioprotech,,,,,,,,,,1
576,Biorex,,,,,,,,,,1
577,Biosensor Interventional,,,,,,,,,,1
578,Biosensores Europe SA,,,,,,,,,,1
579,Biosensors Europe Sa,,,,,,,,,,1
580,Biosensors Europe SA - Thụy Sỹ,,,,,,,,,,1
581,Biosensors Europe SA/ Thụy Sĩ,,,,,,,,,,1
582,Biosigma,,,,,,,,,,1
583,Biosigma/Ý,,,,,,,,,,1
584,Biosphere Medical,,,,,,,,,NHAPNCC,1
585,"Biosphere Medical, S.A",,,,,,,,,,1
586,Biotech-Mỹ,Mỹ,"",Mỹ,"","","",                                                  ,                                                  ,NHAPNCC,1
587,Biotechni,,,,,,,,,,1
588,Biotechni/ Pháp,,,,,,,,,,1
589,Bioteque,,,,,,,,,,1
590,Biotest AG,,,,,,,,,,1
591,Biotest Pharma GmbH,,,,,,,,,,1
592,Bioton S.A,,,,,,,,,,1
593,Bioton S.A-Phần Lan,,,,,,,,,,1
594,Biotronik,,,,,,,,,,1
595,Biotronik - Concert Medical/ Thụy Sĩ,,,,,,,,,,1
596,Biotronik - Greatbatch,,,,,,,,,,1
597,Biotronik - Greatbatch - Đức,,,,,,,,,,1
598,Biotronik - Thụy Sỹ,,,,,,,,,,1
600,Biotronik AG,,,,,,,,,NHAPNCC,1
601,Biotronik AG/Concert Medical LLC,,,,,,,,,,1
602,Biotronik- Đức,,,,,,,,,,1
603,Biotronik- Đức hoặc Greatbatch-Mỹ,,,,,,,,,,1
604,Biotronik SE & Co.KG,,,,,,,,,,1
605,Biotronik- Thụy Sỹ,,,,,,,,,,1
606,Biotronik/ Greatbatch,,,,,,,,,,1
607,Biotronik/ Thụy Sĩ,,,,,,,,,,1
608,Bipso GmbH,,,,,,,,,,1
609,Bipso GmbH (xuất xưởng: Vifor (International) In,,,,,,,,,,1
610,Bles Biochemicals Inc,,,,,,,,,,1
611,Bliss GVS - India,,,,,,,,,,1
612,Bliss GVS Pharma,,,,,,,,,,1
613,BLlifesciences,,,,,,,,,,1
614,BLlifesciences/ Ấn Độ,,,,,,,,,,1
615,Bllifesciens,,,,,,,,,,1
616,Blue Medical,,,,,,,,,,1
617,Bluepharma,,,,,,,,,,1
618,"Bluepharma Indústria Farmacêutical, S.A",,,,,,,,,,1
619,"Bluepharma Indústria Farmacêutical, S.A - Portugal",,,,,,,,,,1
620,BMC,,,,,,,,,,1
621,BMN - Cty TNHH TBKH và YT BMN,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
622,Bms,,,,,,,,,,1
623,CÔNG TY TNHH TRANG THIẾT BỊ Y TẾ B.M.S,"433/19 Sư Vạn Hạnh (nối dài), Phường 12, Quận 10, TP HCM",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
624,BMS - Việt Nam,,,,,,,,,,1
625,BMS-Việt Nam,,,,,,,,,,1
626,Bochemie,,,,,,,,,,1
627,Boehringer Ingelheim do Brasil Quimica e Farmaceut,,,,,,,,,,1
628,Boehringer Ingelheim do Brasil Quimica e Farmaceutica Ltda,,,,,,,,,,1
629,Boehringer Ingelheim Ellas A.E,,,,,,,,,,1
630,Boehringer Ingelheim Espana S.A,,,,,,,,,,1
631,"Boehringer Ingelheim Espana, S.A",,,,,,,,,,1
632,Boehringer Ingelheim Pharma,,,,,,,,,,1
633,Boehringer Ingelheim Pharma GmbH & Co. KG,,,,,,,,,,1
634,Boehringer Ingelheim Pharma GmbH & Co. KG.,,,,,,,,,,1
635,"Boehringer Ingelheim Pharma GmbH & Co. KG.,Đức",,,,,,,,,,1
636,Bojin,,,,,,,,,,1
637,Bông Bạch Tuyết,,,,,,,,,,1
638,Bông Bạch Tuyết/ Việt Nam,,,,,,,,,,1
639,Borer,,,,,,,,,,1
640,Borer - Thụy Sĩ,,,,,,,,,,1
641,Borer Chemie-Thụy Sĩ,,,,,,,,,,1
642,Bosch Pharmaceutical,,,,,,,,,,1
643,Bosch Pharmaceutical Group (PVT) Ltd,,,,,,,,,,1
644,Boston,,,,,,,,,,1
645,Boston - Mỹ,,,,,,,,,,1
646,BOSTON PHARMA,,,,,,,,,,1
647,Boston Pharma-Việt Nam,,,,,,,,,,1
648,Boston Scientific,,,,,,,,,NHAPNCC,1
649,Boston Scientific - Iceland,,,,,,,,,,1
650,Boston Scientific - Mỹ,,,,,,,,,,1
651,"Boston Scientific - Mỹ, Ireland, Mexico",,,,,,,,,,1
652,"Boston Scientific - Mỹ, Ireland, Mexico, Costarica",,,,,,,,,,1
653,Boston Scientific/ Iceland,,,,,,,,,,1
654,Boston Scientific/ Mỹ,,,,,,,,,,1
655,Boston Scientific/ Stryker,,,,,,,,,,1
656,Boston Scientiic,,,,,,,,,,1
657,Boston Việt Nam,,,,,,,,,,1
658,Bouchara Recordati,,,,,,,,,,1
659,Bouchara-Recordati -,,,,,,,,,,1
660,BQL dự án quỹ toàn cầu tỉnh KG,"",Kiên Giang,Việt Nam,"","","",                                                  ,                                                  ,NHAPNCC,1
661,Brad,,,,,,,,,,1
662,Braun,,,,,,,,,NHAPNCC,1
663,Brazil,,,,,,,,,,1
664,Bristol-Myers Squibb,,,,,,,,,,1
665,Bristol-Myers Squibb S.r.l,,,,,,,,,,1
666,Bristol-Myers Squibb S.r.l - Ý,,,,,,,,,,1
667,Brivant Limited,,,,,,,,,,1
668,BRNscience,,,,,,,,,,1
669,Brookes,,,,,,,,,,1
670,Brookes - Pakistan,,,,,,,,,,1
671,Brookes Pharmaceutical Laboratories Ltd - Pakistan,,,,,,,,,,1
672,Bross,,,,,,,,,,1
673,Bross - Malaysia,,,,,,,,,,1
674,Bs.Bình,,,,,,,,,DV_NHAPNCC,1
675,BSN Medical,,,,,,,,,,1
676,BT Việt Nam - Công ty cổ phần BT Việt Nam,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
677,Bukwang Pharm - Korea,,,,,,,,,,1
678,Bushu Pharmaceuticals Ltd. Misato Factory,,,,,,,,,,1
679,BV Mắt - TPHCM,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
680,BV Pharma,,,,,,,,,,1
681,BV Pharma - Việt Nam,,,,,,,,,,1
682,BV Pharma- Việt Nam,,,,,,,,,,1
683,BVĐK Trung tâm An Giang,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
684,C.B Fleet Company Inc,,,,,,,,,,1
685,C.D.M Lavoisier - Pháp,,,,,,,,,,1
686,C.I.D,,,,,,,,,,1
687,Ca Na Ro - Cty TNHH Ca Na Ro,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
688,Cadila,,,,,,,,,,1
689,Cadila Healthcare,,,,,,,,,,1
690,Cadila Healthcare - India,,,,,,,,,,1
691,Cadila Healthcare Ltd.,,,,,,,,,,1
692,"Cadila Healthcare Ltd.,",,,,,,,,,,1
693,Cadila Healthcare Ltd-India,,,,,,,,,,1
694,Cadila Pharma - Ấn Độ,,,,,,,,,,1
695,Cadila Pharmaceuticals,,,,,,,,,,1
696,Cadila Pharmaceuticals Ltd,,,,,,,,,,1
697,Cadila Pharmaceuticals Ltd.,,,,,,,,,,1
698,Cadila Pharrmaceutical- India,,,,,,,,,,1
699,Cadila-Ấn Độ,,,,,,,,,,1
700,Cadila-India,,,,,,,,,,1
701,Cần Giờ/ Việt Nam,,,,,,,,,,1
702,Cần Thơ - Bệnh viện đa khoa TW Cần Thơ,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
703,Canack,,,,,,,,,,1
704,Canada,,,,,,,,,,1
705,Cangjian,,,,,,,,,,1
706,Canterbury Scientific,,,,,,,,,,1
707,Cao Khả,,,,,,,,,,1
708,Cao Khả - Cty TNHH Cao Khả,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
709,Cao Khả/ Việt Nam,,,,,,,,,,1
710,Cao Khả_Việt Nam,,,,,,,,,,1
711,Cao Khả-Việt Nam,,,,,,,,,,1
712,capot HK hộp 8,,,,,,,,,NHAPNCC,1
713,Cardia,,,,,,,,,,1
714,Cardia -Mỹ,,,,,,,,,,1
715,CareLife,,,,,,,,,,1
716,CARESTREAM,,,,,,,,,,1
717,Carestream - Mỹ,,,,,,,,,,1
718,Carestream Health,,,,,,,,,,1
719,Carestream- USA,,,,,,,,,,1
720,Carl Zeiss Meditec,,,,,,,,,,1
721,Carl Zeiss Meditec AG,,,,,,,,,,1
722,Carl Zeiss Meditec/ Aaren Scientific,,,,,,,,,,1
723,Casumina,,,,,,,,,,1
724,Casumina- CTY CP Công Nghiệp Cao Su Miền Nam,"180Nguyễn T.Minh Khai , P.6, Q.3",Thành phố Hồ Chí Minh,Việt nam,"0839303122","","",                                                  ,                                                  ,NHAPNCC,1
725,Casumina/ Việt Nam,,,,,,,,,,1
726,Cát Vân Sa - Cty TNHH Quốc Tế Cát Vân Sa,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
727,"Catalent France Beiheim SA- Pháp,",,,,,,,,,,1
728,Catalent Germany Eberbach GmbH,,,,,,,,,,1
729,"Catheter tĩnh mạch trung tâm 2 nòng, tốc độ cao(HF), kim V. Đường kính Catheter 9F, chiều dài Catheter 20cm, kích cỡ nòng D11/P11",,,,,,,,,,1
730,Cầu Vồng Sáng - Công ty TNHH MTV Cầu Vồng Sáng,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
731,CCL pharmaceuticals,,,,,,,,,,1
732,CCL Pharmaceuticals - Pakistan,,,,,,,,,NHAPNCC,1
733,Cell Marque,,,,,,,,,,1
734,Celsius - Uruguay,,,,,,,,,,1
735,Cemaco,,,,,,,,,,1
736,Cenexi,,,,,,,,,,1
737,"Cenexi - Pháp, Pháp",,,,,,,,,,1
738,Cenexi SAS,,,,,,,,,,1
739,Ceracarta,,,,,,,,,,1
740,Ceteco US,,,,,,,,,,1
741,Ceteco US-  Việt Nam,,,,,,,,,,1
742,CH Bách Khoa - Cửa hàng TBYT Bách Khoa,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
743,CH Miền Tây - Cửa hàng DCYT Miền Tây,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
744,CH Trung Thiện,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
745,Chanelle Medical,,,,,,,,,,1
746,Changzhou,,,,,,,,,,1
747,Changzhou - Trung Quốc,,,,,,,,,,1
748,Changzhou Operson,,,,,,,,,,1
749,Changzhou/ Trung Quốc,,,,,,,,,,1
750,"Chánh Đức - Cty TNHH DVTM DP Chánh Đức, TP HCM",,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
751,Chase Medical,,,,,,,,,,1
752,Châu Á TBD - Cty TNHH DP Châu Á- Thái Bình Dương,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
753,Chauvin + Bausch & Lomb,,,,,,,,,,1
754,Chauvin + Bausch & Lomb - Pháp,,,,,,,,,,1
755,Cheisi Farmaceutici S.p.A - Ý,,,,,,,,,,1
756,Chema,,,,,,,,,,1
757,Chema/ Itali,,,,,,,,,,1
758,Chi  Nhánh Công ty TNHH LD Stada-Việt Nam,,,,,,,,,,1
759,Chi Nhán Cty CP Dược TW Meliplantex,,,,,,,,,,1
760,Chi nhánh 3 - Công ty cổ phần dược phẩm Imex,,,,,,,,,,1
761,Chi nhánh 3 - Công ty cổ phần dược phẩm Imexpharm tại Bình Dương.,,,,,,,,,,1
762,Chi Nhánh Công Ty Cổ Phần Dược Phẩm OPC tại,,,,,,,,,,1
763,Chi nhánh Công ty Cổ phần Dược phẩm Phong Phú – Nhà máy sản xuất Dược phẩm USARICHPHARM,,,,,,,,,,1
764,"Chi nhánh Công ty cổ phần dược phẩm Phong Phú, nhà máy sản xuât dược phẩm Usarichpharm -Việt Nam",,,,,,,,,,1
765,Chi Nhánh Công Ty Cổ Phần Dược Phẩm Trung Ương Codupha Cần Thơ,,,,,,,,,NHAPNCC,1
766,Chi nhánh Công ty cổ phần dược phẩm trung ương Vidipha tại Bình Dương,,,,,,,,,,1
767,Chi nhánh Công ty cổ phần dược phẩm trung ương Vidipha tại Bình Dương -,,,,,,,,,,1
768,Chi nhánh Công ty cổ phần dược phẩm trung ương Vidipha tại Bình Dương -Việt Nam,,,,,,,,,,1
769,Chi nhánh Công ty TNHH Liên Doanh Stada - Việt Nam,,,,,,,,,,1
770,Chi nhánh Công ty TNHH Liên doanh Stada-Việt Nam,,,,,,,,,,1
771,Chi nhánh Cty CPDP OPC tại Bình Dương - nhà máy Dược phẩm OPC,,,,,,,,,,1
772,Chi Nhánh Cty Dược và VTYT Khánh Hoà,,,,,,,,,DV_NHAPNCC,1
773,Chi nhánh OPC,,,,,,,,,,1
774,Chiesi Farmaceutici S.p.A,,,,,,,,,,1
775,"China Chemical & Pharmaceutical Co., Ltd",,,,,,,,,,1
776,"China Chemical & Pharmaceutical Co., Ltd. - Đài Loan",,,,,,,,,,1
777,"Chinoin Pharmaceutical & Chemical Works Co., Ltd. - Hungary",,,,,,,,,,1
778,Chinoin Pharmaceutical & Chemical Works Private Co,,,,,,,,,,1
779,"Chinoin Pharmaceutical & Chemical Works Private Co., Ltd -",,,,,,,,,,1
780,"Chinoin Pharmaceutical & Chemical Works Private Co., Ltd - Hungary",,,,,,,,,,1
781,"Chinoin Pharmaceutical & Chemical Works Private Co.,Ltd.",,,,,,,,,,1
782,Chợ Rẩy - Bệnh viện Chợ Rẩy,TP. HCM,Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
783,"Cho-A Pharm Co., Ltd",,,,,,,,,,1
784,Chong Kun Dang Pharmaceutical Corp,,,,,,,,,,1
785,Choongwae pharma,,,,,,,,,,1
786,"Chugai Pharma Manufacturing Co., Ltd",,,,,,,,,,1
787,Chương Nhân - Cty TNHH TMDV Chương Nhân,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
788,CID,,,,,,,,,,1
789,CID - Ý,,,,,,,,,,1
790,CIGB - Cuba,,,,,,,,,,1
791,CiLag AG,,,,,,,,,,1
792,Cilag AG - Switzerland,,,,,,,,,,1
793,"Cilag AG - Switzerland,Thụy Sĩ",,,,,,,,,,1
794,"CiLag AG,Thụy Sĩ",,,,,,,,,NHAPNCC,1
795,Cilita - Nga,,,,,,,,,,1
796,Cima Technology Inc/ Mỹ,,,,,,,,,,1
797,Cipla Ltd,,,,,,,,,,1
798,Cipla Ltd.,,,,,,,,,,1
799,Cipla Ltd-Ấn Độ,,,,,,,,,,1
800,Cipla-Ấn Độ,,,,,,,,,,1
801,Citotest,,,,,,,,,,1
802,CJ Healthcare Corporation,,,,,,,,,,1
803,Claris,,,,,,,,,,1
804,Claris Lifesciences Limited,,,,,,,,,,1
805,Claris Lifesciences Limited-Ấn Độ,,,,,,,,,,1
806,Claris Lifesciences Ltd - India,,,,,,,,,,1
807,CN - Công Ty CP BT Việt Nam Tại Cần Thơ,,,,,,,,,DV_NHAPNCC,1
808,CN - Công Ty TNHH TM Dược Thuận Lộc,,,,,,,,,DV_NHAPNCC,1
809,CN - Cty DP OPC - Tại Cần Thơ,,,,,,,,,DV_NHAPNCC,1
810,CN Công ty cổ phần Armephaco,,,,,,,,,,1
811,CN Công ty CP Armephaco - Việt Nam,,,,,,,,,,1
812,CN Công ty CP DP Cữu Long,,,,,,,,,,1
813,CN Công ty CP DP TBYT Hà Nội - Haphaco,,,,,,,,,,1
814,CN Công ty CP DP Vĩnh Phúc,,,,,,,,,,1
815,CN Công ty CP Dược & VTYT Thanh Hóa,,,,,,,,,,1
816,CN Công ty CP Dược Phẩm Bến Tre tại Cần Thơ,,,,,,,,,,1
817,CN Công ty Dược TTBYT Bình Định,,,,,,,,,,1
818,CN Cty CP Dược phẩm Phong Phú,,,,,,,,,,1
